Name,Location,Experience,Skills,Stages,Objectives,Interests,Looking for
User75,"London, United Kingdom","['AI/ML', 'Academia', 'Hardware', 'Science', 'Venture']","['Data Science', 'Research', 'Software Engineering']","['In early stages of exploring a specific idea', 'Open to new ideas']","['Looking for co-founder', 'Looking to join another team']","['AI/ML', 'Hardware', 'IOT', 'VR/AR', 'Venture']","['Business Development', 'Hardware Engineering', 'Research']"
User76,"San Francisco, United States","['Consumer', 'Direct to Consumer', 'Ecommerce', 'Future of Food', 'Marketplace']","['Design', 'Operations', 'Product Management']",['In early stages of exploring a specific idea'],"['Looking for co-founder', 'Looking for first employees']","['Consumer', 'Direct to Consumer', 'Ecommerce', 'Education', 'Future of Work', 'Healthcare', 'Marketplace', 'Productivity', 'Talent', 'Venture']","['Analytics', 'Design', 'Marketing', 'Research', 'Software Engineering']"
User77,"San Francisco, United States","['Analytics', 'Consumer', 'Marketplace', 'Productivity', 'Social']","['Growth', 'Operations', 'Product Management']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['Analytics', 'B2B', 'Consumer', 'Developer Tools', 'Enterprise', 'Marketplace', 'SaaS']","['Design', 'Growth', 'Marketing', 'Product Management', 'Research', 'Sales', 'Software Engineering']"
User78,"San Francisco, United States","['Analytics', 'B2B', 'Enterprise', 'SaaS']","['Analytics', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'Open to new ideas']","['Looking for co-founder', 'Looking to join another team']","['Analytics', 'B2B', 'Enterprise', 'FinTech', 'Real Estate', 'SaaS']","['Business Development', 'Operations', 'Product Management']"
User79,"New York, United States","['B2B', 'Community', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Marketplace', 'SaaS', 'Social', 'Venture']","['Growth', 'Marketing', 'Product Management']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['AI/ML', 'Consumer', 'Gaming', 'No-Code', 'Social']","['Data Science', 'Product Management', 'Software Engineering']"
User80,"San Francisco, United States","['Academia', 'Consumer', 'Mental Health/Wellness', 'Science']","['Design', 'Product Management', 'Research']","['Built a basic prototype/MVP', 'Starting to onboard customers']","['Looking for co-founder', 'Looking for first employees']","['AI/ML', 'Coaching', 'Community', 'Mental Health/Wellness', 'Social']","['Data Science', 'Growth', 'Marketing', 'Software Engineering']"
User81,"Seattle, United States","['AI/ML', 'Enterprise', 'Government', 'Healthcare', 'IOT', 'Productivity', 'Robotics']","['Customer Service', 'Growth', 'Operations']",['In early stages of exploring a specific idea'],"['Looking for co-founder', 'Looking to join another team']","['AI/ML', 'B2B', 'Biotech', 'Clean Technology', 'Drones', 'Healthcare', 'IOT', 'Productivity', 'Robotics', 'SaaS', 'VR/AR']","['Business Development', 'C-Suite Executives', 'Data Science', 'Hardware Engineering', 'Product Management']"
User82,"San Francisco, United States","['Analytics', 'Community', 'Future of Work']","['Analytics', 'Business Development', 'Communications']",['Raising funding'],"['Looking for co-founder', 'Looking for first employees']","['Analytics', 'Community', 'Ecommerce', 'Social', 'Social Impact', 'Venture']","['Growth', 'Product Management']"
User83,"Park City, United States","['B2B', 'FinTech', 'Future of Work', 'SaaS']","['Business Development', 'Operations', 'Product Management']",['In early stages of exploring a specific idea'],['Looking for first employees'],"['B2B', 'Education', 'Enterprise', 'FinTech', 'Future of Work', 'Gaming', 'Government', 'Marketplace', 'People Ops', 'SaaS', 'Talent']","['Design', 'Growth', 'Marketing', 'Recruiting', 'Research', 'Sales', 'Software Engineering']"
User84,"San Francisco, United States","['Clean Technology', 'Climate', 'Coaching', 'Construction', 'Consumer', 'Real Estate']","['Business Development', 'C-Suite Executives', 'Finance']",['In early stages of exploring a specific idea'],['Looking for co-founder'],"['Clean Technology', 'Climate', 'Coaching', 'Healthcare', 'Mental Health/Wellness', 'Venture']","['Data Science', 'Design', 'Marketing', 'Product Management']"
User85,"Austin, United States","['Community', 'Consumer', 'Direct to Consumer', 'Education', 'Transportation & Travel']","['C-Suite Executives', 'Growth', 'Operations']",['In early stages of exploring a specific idea'],['Looking for co-founder'],['Education'],NaN
User86,"Oakland, United States","['Coaching', 'Education', 'Future of Work']","['Business Development', 'Communications']",['Raising funding'],"['Looking for co-founder', 'Looking for first employees']","['Coaching', 'Community', 'Education', 'FinTech', 'Future of Work']","['Design', 'Software Engineering']"
User87,"New York, United States",['Productivity'],"['Design', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding', 'Starting to onboard customers']",['Looking for first employees'],"['B2B', 'Community', 'Future of Work', 'Gaming', 'Mental Health/Wellness', 'No-Code', 'Productivity', 'SaaS', 'VR/AR']","['Design', 'Marketing', 'Operations', 'Software Engineering']"
User88,"Chicago, United States","['Consumer', 'Future of Food', 'Marketplace', 'Venture']","['Design', 'Product Management', 'Sales']","['Built a basic prototype/MVP', 'Starting to onboard customers']","['Looking for co-founder', 'Looking for first employees']","['AI/ML', 'Climate', 'Community', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Marketplace', 'Social']",['Software Engineering']
User89,"San Francisco, United States","['Future of Work', 'Marketplace', 'Transportation & Travel']","['Marketing', 'Operations', 'Product Management']",['Open to new ideas'],['Looking for co-founder'],"['Climate', 'Future of Work', 'Transportation & Travel']",NaN
User90,"New York, United States","['B2B', 'Coaching', 'Healthcare', 'Marketplace', 'Mental Health/Wellness', 'No-Code', 'Productivity', 'SaaS']","['Growth', 'Product Management', 'Research']",['Built a basic prototype/MVP'],['Looking for co-founder'],"['B2B', 'Biotech', 'Coaching', 'Healthcare', 'Marketplace', 'Mental Health/Wellness', 'No-Code', 'Productivity', 'SaaS']","['Business Development', 'C-Suite Executives', 'Customer Service', 'Design', 'Growth', 'Marketing', 'Operations']"
User91,"New York, United States","['B2B', 'Marketplace', 'SaaS', 'Transportation & Travel']","['Business Development', 'Finance', 'Operations']","['Built a basic prototype/MVP', 'Raising funding']",['Looking for co-founder'],"['Future of Work', 'Marketplace', 'Transportation & Travel']","['Design', 'Product Management']"
User92,"San Francisco, United States","['AI/ML', 'Consumer', 'Healthcare']","['Data Science', 'Product Management', 'Software Engineering']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['AI/ML', 'Biotech', 'Healthcare', 'Mental Health/Wellness']","['Data Science', 'Design', 'Marketing', 'Operations', 'Software Engineering']"
User93,"Los Angeles, United States","['Community', 'Ecommerce', 'Marketplace']","['Business Development', 'Marketing', 'Operations']",['Built a basic prototype/MVP'],['Looking for first employees'],"['Community', 'Ecommerce', 'Future of Work', 'Government', 'Marketplace', 'No-Code', 'People Ops', 'Productivity', 'Social', 'Talent']","['Analytics', 'C-Suite Executives', 'Design', 'Finance', 'Growth', 'Marketing', 'Recruiting']"
User94,"Miami Beach, United States","['Education', 'Future of Work', 'Marketplace', 'Mental Health/Wellness', 'Productivity']","['Analytics', 'Finance', 'Product Management']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['Academia', 'Community', 'Education', 'Future of Food', 'Future of Work', 'Marketplace', 'Mental Health/Wellness', 'Science', 'Talent']","['Design', 'Research']"
User95,"San Francisco, United States","['Academia', 'FinTech', 'Productivity']","['Product Management', 'Research']",['Seed+'],['Looking for first employees'],"['B2B', 'Community', 'Ecommerce', 'FinTech', 'SaaS']","['Business Development', 'Design', 'Growth', 'Operations', 'Product Management', 'Sales', 'Software Engineering']"
User96,"San Francisco, United States","['B2B', 'Clean Technology', 'Climate', 'Drones', 'Enterprise', 'FinTech', 'Future of Food', 'Government', 'SaaS', 'Transportation & Travel']","['Business Development', 'Finance', 'Sales']",['In early stages of exploring a specific idea'],['Looking for co-founder'],"['B2B', 'Enterprise', 'FinTech', 'Government', 'SaaS']",['Software Engineering']
User97,India,"['B2B', 'Consumer', 'SaaS']","['Design', 'Product Management', 'Software Engineering']",['Raising funding'],['Looking for co-founder'],"['B2B', 'SaaS']","['Data Science', 'Marketing']"
User98,"Los Altos, United States","['Analytics', 'FinTech', 'Insurance']","['Analytics', 'Growth', 'Product Management']",['Built a basic prototype/MVP'],['Looking for first employees'],"['B2B', 'Blockchain/Crypto', 'FinTech', 'Insurance', 'Marketplace', 'Real Estate', 'SaaS', 'VR/AR']",['Business Development']
User99,"Mexico City, Mexico","['B2B', 'Community', 'Developer Tools', 'People Ops', 'Productivity', 'SaaS']","['Business Development', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding', 'Starting to onboard customers']",['Looking for first employees'],"['B2B', 'Clean Technology', 'Climate', 'Community', 'Developer Tools', 'Gaming', 'SaaS', 'Science', 'Transportation & Travel']","['Business Development', 'C-Suite Executives', 'Growth', 'Marketing', 'Sales']"
User100,"San Francisco, United States","['B2B', 'Construction', 'Real Estate', 'SaaS']","['Business Development', 'Growth', 'Sales']","['In early stages of exploring a specific idea', 'Open to new ideas']",[],NaN,NaN
User101,"San Francisco, United States","['Community', 'Social']",['Software Engineering'],"['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['Enterprise', 'Future of Work', 'Healthcare', 'VR/AR']",NaN
User102,"Salt Lake City, United States","['AI/ML', 'Education']","['Data Science', 'Product Management', 'Research']",['Open to new ideas'],"['Looking for co-founder', 'Looking to join another team']","['AI/ML', 'Community', 'Education', 'Future of Work', 'Productivity', 'Social']",NaN
User103,"Paris, France","['Analytics', 'B2B', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'No-Code', 'SaaS']","['Design', 'Marketing', 'Product Management']","['Built a basic prototype/MVP', 'Raising funding']",['Looking for co-founder'],"['AI/ML', 'B2B', 'Community', 'SaaS']","['Analytics', 'Data Science', 'Growth', 'Software Engineering']"
User104,"Bangalore, India","['AI/ML', 'Analytics', 'B2B', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Marketplace', 'No-Code', 'SaaS']","['Analytics', 'Data Science', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding', 'Starting to onboard customers']",['Looking for first employees'],"['AI/ML', 'Analytics', 'B2B', 'Ecommerce', 'SaaS']",NaN
User105,"Berlin, Germany","['Biotech', 'Blockchain/Crypto', 'Climate', 'Consumer', 'Developer Tools', 'Direct to Consumer', 'Future of Work', 'Gaming', 'No-Code', 'Science', 'Venture']",['Product Management'],"['In early stages of exploring a specific idea', 'Open to new ideas']","['Looking for co-founder', 'Looking to join another team']","['Blockchain/Crypto', 'Climate', 'Developer Tools', 'Gaming', 'Science', 'Venture']","['Business Development', 'Growth', 'Product Management']"
User106,"Los Angeles, United States","['Blockchain/Crypto', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Marketplace']","['Business Development', 'Growth', 'Operations']",['Raising funding'],['Looking for co-founder'],"['Blockchain/Crypto', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'FinTech', 'Productivity', 'Venture']","['C-Suite Executives', 'Data Science', 'Finance']"
User107,"Oakland, United States","['Coaching', 'Consumer', 'Direct to Consumer', 'Education', 'Marketplace', 'Mental Health/Wellness']","['Analytics', 'Product Management', 'Research']","['In early stages of exploring a specific idea', 'Open to new ideas']",[],NaN,NaN
User108,"Montreal, Canada","['B2B', 'Enterprise', 'FinTech', 'Future of Work', 'SaaS']","['Business Development', 'Operations', 'Sales']",['Open to new ideas'],['Looking to join another team'],"['B2B', 'Coaching', 'FinTech', 'Future of Work', 'People Ops', 'SaaS']",NaN
User109,"Aix-les-Bains, France","['Coaching', 'Future of Work', 'Mental Health/Wellness']","['Growth', 'Marketing', 'Product Management']",['In early stages of exploring a specific idea'],[],NaN,NaN
User110,"New York, United States","['Community', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Education', 'Mental Health/Wellness', 'Social', 'VR/AR']","['Business Development', 'Marketing', 'Operations']","['Built a basic prototype/MVP', 'Raising funding']",['Looking for first employees'],"['Climate', 'Community', 'Consumer', 'Direct to Consumer', 'Education', 'Future of Food', 'Gaming', 'Mental Health/Wellness', 'Social', 'VR/AR']","['Business Development', 'Communications', 'Customer Service', 'Data Science', 'Growth', 'Marketing']"
User111,"Washington D.C., United States","['Analytics', 'Community', 'Education', 'Future of Work', 'Marketplace', 'No-Code']","['Analytics', 'Growth', 'Sales']",['Starting to onboard customers'],"['Looking for co-founder', 'Looking for first employees']","['Analytics', 'Education', 'Marketplace', 'No-Code', 'Productivity']","['Design', 'Marketing']"
User112,"Boston, United States",['Education'],"['Operations', 'Software Engineering']",['Open to new ideas'],[],NaN,"['Business Development', 'Growth', 'Marketing', 'Sales']"
User113,NaN,NaN,NaN,NaN,NaN,NaN,NaN
User114,"San Francisco, United States","['B2B', 'Consumer', 'Ecommerce', 'Robotics', 'SaaS']","['Business Development', 'Marketing', 'Product Management']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['AI/ML', 'B2B', 'Ecommerce', 'Healthcare', 'Robotics', 'SaaS']",NaN
User115,"Oakland, United States","['AI/ML', 'Analytics', 'B2B', 'Enterprise', 'SaaS', 'Security']","['Analytics', 'Product Management', 'Sales']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['AI/ML', 'Analytics', 'B2B', 'Community', 'Developer Tools', 'Ecommerce', 'Enterprise', 'No-Code', 'SaaS', 'Venture']",NaN
User116,India,"['AI/ML', 'Ecommerce', 'Education', 'FinTech']","['Design', 'Product Management', 'Research']",['In early stages of exploring a specific idea'],['Looking for first employees'],"['Community', 'Education', 'Enterprise', 'FinTech', 'Gaming', 'Government', 'Healthcare', 'Productivity', 'Social', 'Social Impact']","['Product Management', 'Software Engineering']"
User117,Colombia,"['Community', 'Consumer', 'Future of Work', 'Marketplace', 'People Ops']","['Business Development', 'Operations', 'Recruiting']","['Built a basic prototype/MVP', 'In early stages of exploring a specific idea']",['Looking for first employees'],"['Developer Tools', 'Future of Work', 'Healthcare']","['Design', 'Product Management']"
User118,"Los Angeles, United States","['Enterprise', 'People Ops', 'Real Estate', 'Venture']","['C-Suite Executives', 'Finance', 'Growth']",['Raising funding'],['Looking for first employees'],"['B2B', 'Real Estate', 'SaaS', 'Security', 'Venture']","['Business Development', 'Marketing', 'Operations', 'Sales']"
User119,"Delhi, India","['B2B', 'Enterprise', 'SaaS']","['Product Management', 'Sales']","['Raising funding', 'Starting to onboard customers']",['Looking for first employees'],"['B2B', 'Enterprise', 'SaaS']","['Design', 'Growth', 'Marketing']"
User120,"Budapest, Hungary","['AI/ML', 'Blockchain/Crypto', 'Coaching', 'Consumer', 'Direct to Consumer', 'Future of Work', 'Mental Health/Wellness', 'Productivity', 'Social', 'Talent']","['Business Development', 'Operations', 'Software Engineering']",['In early stages of exploring a specific idea'],NaN,"['AI/ML', 'Blockchain/Crypto', 'Coaching', 'Community', 'Consumer', 'Direct to Consumer', 'Education', 'Future of Work', 'Healthcare', 'IOT', 'Mental Health/Wellness']",['Data Science']
User121,"New York, United States","['AI/ML', 'B2B', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Healthcare', 'Mental Health/Wellness', 'SaaS']","['Design', 'Operations', 'Product Management']","['Raising funding', 'Starting to onboard customers']","['Looking for co-founder', 'Looking for first employees']","['AI/ML', 'B2B', 'Blockchain/Crypto', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Mental Health/Wellness', 'Productivity', 'SaaS']","['Data Science', 'Design', 'Product Management', 'Software Engineering']"
User122,"Paris, France","['Community', 'Enterprise', 'Future of Work', 'Healthcare', 'Marketplace', 'Mental Health/Wellness', 'Talent']","['C-Suite Executives', 'Growth', 'Marketing']","['Built a basic prototype/MVP', 'In early stages of exploring a specific idea', 'Raising funding']","['Looking for co-founder', 'Looking for first employees']","['Blockchain/Crypto', 'Community', 'FinTech', 'No-Code', 'Social']","['Design', 'Operations', 'Product Management']"
User123,"New York, United States","['Healthcare', 'People Ops', 'Productivity', 'Talent', 'Venture']","['Business Development', 'Marketing', 'Operations']",['In early stages of exploring a specific idea'],['Looking for co-founder'],"['Community', 'Healthcare', 'Marketplace']","['Business Development', 'Marketing']"
User124,"New York, United States","['Analytics', 'B2B', 'IOT', 'SaaS']","['Communications', 'Design', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding']",['Looking for first employees'],"['AI/ML', 'Analytics', 'B2B', 'Education', 'FinTech', 'Hardware', 'IOT', 'Marketplace', 'SaaS']","['Business Development', 'Marketing', 'Product Management']"
User125,"Vancouver, Canada","['B2B', 'Developer Tools', 'Future of Work', 'People Ops', 'SaaS', 'Talent']","['Business Development', 'Recruiting', 'Software Engineering']",['Raising funding'],['Looking for first employees'],"['B2B', 'Community', 'Developer Tools', 'Future of Work', 'Marketplace', 'SaaS', 'Talent']",NaN
User126,"New York, United States","['Analytics', 'Consumer', 'Future of Food', 'Marketplace', 'No-Code', 'People Ops']","['Data Science', 'Growth', 'Operations']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['Consumer', 'Developer Tools', 'Future of Food', 'Gaming', 'Marketplace', 'No-Code', 'Productivity', 'Real Estate']","['Design', 'Software Engineering']"
User127,"San Francisco, United States","['Enterprise', 'No-Code', 'Talent']","['Product Management', 'Recruiting', 'Software Engineering']",['Built a basic prototype/MVP'],['Looking for co-founder'],"['AI/ML', 'B2B', 'Consumer', 'Ecommerce', 'No-Code', 'SaaS']","['Growth', 'Marketing', 'Product Management']"
User128,"San Francisco, United States","['Education', 'Marketplace']","['Design', 'Product Management', 'Software Engineering']","['Raising funding', 'Starting to onboard customers']",[],NaN,NaN
User129,"New York, United States","['Coaching', 'Community', 'Consumer', 'Enterprise', 'Future of Work', 'People Ops', 'Social', 'Talent']","['Customer Service', 'Marketing', 'Sales']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for co-founder'],"['Coaching', 'Community', 'Consumer', 'Education', 'Future of Work', 'People Ops', 'Social', 'Talent']","['Analytics', 'Data Science', 'Design', 'Growth', 'Operations', 'Product Management', 'Research', 'Software Engineering']"
User130,"London, United Kingdom","['B2B', 'Construction', 'Enterprise', 'Hardware', 'SaaS', 'VR/AR']","['Communications', 'Hardware Engineering', 'Software Engineering']","['Raising funding', 'Seed+']",['Looking for first employees'],"['Construction', 'Future of Work', 'Productivity']","['Business Development', 'Software Engineering']"
User131,NaN,NaN,NaN,NaN,NaN,NaN,NaN
User132,"New York, United States","['Healthcare', 'Mental Health/Wellness', 'Social']","['Growth', 'Operations', 'Product Management']","['In early stages of exploring a specific idea', 'Open to new ideas']",[],NaN,NaN
User133,"San Francisco, United States","['Clean Technology', 'Construction', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Future of Food', 'Hardware', 'Mental Health/Wellness', 'Real Estate']","['Communications', 'Hardware Engineering', 'Product Management']",['Raising funding'],NaN,NaN,"['Business Development', 'C-Suite Executives', 'Growth', 'Hardware Engineering', 'Marketing', 'Product Management']"
User134,"Miami, United States","['Community', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Future of Work', 'Marketplace']","['Business Development', 'Marketing', 'Product Management']",['Built a basic prototype/MVP'],"['Looking for co-founder', 'Looking for first employees']",NaN,['Software Engineering']
User135,"New York, United States","['B2B', 'Ecommerce', 'Enterprise', 'Marketplace', 'SaaS', 'Social']",['Software Engineering'],['Open to new ideas'],['Looking for co-founder'],NaN,NaN
User136,"San Francisco, United States",[],[],[],NaN,NaN,NaN
User137,"San Francisco, United States","['AI/ML', 'FinTech', 'Mental Health/Wellness']","['Data Science', 'Product Management', 'Software Engineering']",['Built a basic prototype/MVP'],['Looking for co-founder'],"['AI/ML', 'Mental Health/Wellness']",NaN
User138,"Denver, United States",[],[],[],[],NaN,"['Business Development', 'Sales']"
User139,"San Francisco, United States","['Blockchain/Crypto', 'Productivity']",['Software Engineering'],['Open to new ideas'],[],NaN,NaN
User140,"New York, United States","['Analytics', 'B2B', 'Ecommerce', 'Enterprise', 'SaaS']","['Business Development', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'Open to new ideas']","['Looking for co-founder', 'Looking to join another team']","['AI/ML', 'Analytics', 'Consumer', 'Direct to Consumer', 'Security', 'Social']",NaN
User141,"San Francisco, United States","['B2B', 'Community', 'Education', 'SaaS']","['Design', 'Product Management']",['In early stages of exploring a specific idea'],['Looking for first employees'],"['Community', 'Education', 'Talent']",['Business Development']
User142,"New York, United States","['B2B', 'Construction', 'Enterprise', 'Real Estate', 'SaaS', 'Talent']","['Business Development', 'Sales']",['In early stages of exploring a specific idea'],[],NaN,NaN
User143,"New York, United States",[],[],[],[],['Science'],NaN
User144,Coaching,[],[],[],[],NaN,"['Data Science', 'Software Engineering']"
User145,"San Francisco, United States","['Analytics', 'FinTech', 'Venture']","['Business Development', 'C-Suite Executives', 'Finance']","['Built a basic prototype/MVP', 'Starting to onboard customers']",[],NaN,NaN
User146,"San Francisco, United States","['AI/ML', 'Drones', 'Enterprise', 'FinTech', 'Government', 'IOT', 'Productivity', 'Robotics']","['Business Development', 'C-Suite Executives', 'Software Engineering']",['Raising funding'],['Looking for first employees'],"['AI/ML', 'B2B', 'FinTech', 'Government', 'Insurance', 'Real Estate', 'SaaS']","['Business Development', 'Communications', 'Marketing', 'Software Engineering']"
User147,"San Francisco, United States","['Biotech', 'Climate', 'Future of Food']","['Business Development', 'Operations']","['Built a basic prototype/MVP', 'Raising funding']",['Looking for first employees'],"['Biotech', 'Clean Technology', 'Climate', 'Community', 'Consumer', 'Direct to Consumer', 'Future of Food', 'Science', 'Talent']","['Product Management', 'Sales']"
User148,"San Francisco, United States","['Community', 'Enterprise']","['Operations', 'Recruiting', 'Sales']",['Built a basic prototype/MVP'],[],NaN,NaN
User149,"Austin, United States","['Blockchain/Crypto', 'FinTech']","['Product Management', 'Software Engineering']",['In early stages of exploring a specific idea'],['Looking for co-founder'],"['Community', 'Consumer', 'No-Code']","['Design', 'Software Engineering']"
User150,"New York, United States","['AI/ML', 'B2B', 'Biotech', 'SaaS', 'Science']","['Data Science', 'Product Management', 'Software Engineering']",['Seed+'],['Looking for first employees'],['Biotech'],['Software Engineering']
User151,Hong Kong,"['Ecommerce', 'Future of Work', 'Marketplace']","['Data Science', 'Growth', 'Operations']",['Open to new ideas'],[],['Hardware'],NaN
User152,"Toronto, Canada",['Hardware'],NaN,NaN,NaN,NaN,NaN
User153,"Cambridge, United States","['Consumer', 'Developer Tools', 'Direct to Consumer', 'Education']","['C-Suite Executives', 'Recruiting', 'Software Engineering']",['Open to new ideas'],['Looking for co-founder'],NaN,NaN
User154,"San Francisco, United States","['B2B', 'Consumer', 'Education', 'Future of Work', 'SaaS', 'Venture']","['Business Development', 'Growth', 'Sales']",['In early stages of exploring a specific idea'],"['Looking for co-founder', 'Looking for first employees']",['Education'],['Software Engineering']
User155,"Los Angeles, United States","['Community', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Marketplace']","['Business Development', 'Growth', 'Marketing']","['Raising funding', 'Seed+']",['Looking for first employees'],"['AI/ML', 'Community', 'Consumer', 'Direct to Consumer', 'Ecommerce', 'Future of Work', 'Marketplace', 'Mental Health/Wellness', 'Social']","['C-Suite Executives', 'Data Science', 'Product Management']"
User156,"San Jose, United States","['Coaching', 'Community', 'Consumer', 'Direct to Consumer', 'Education', 'Mental Health/Wellness', 'People Ops']","['Business Development', 'Communications', 'Operations']","['Built a basic prototype/MVP', 'Raising funding', 'Starting to onboard customers']","['Looking for co-founder', 'Looking for first employees']","['Coaching', 'Community', 'Consumer', 'Education', 'Mental Health/Wellness', 'Social', 'Social Impact']","['Design', 'Growth', 'Operations', 'Product Management', 'Software Engineering']"
User157,"Berlin, Germany","['Education', 'Future of Work']","['Growth', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding']",[],NaN,NaN
User158,"New York, United States","['Coaching', 'Enterprise', 'Future of Work', 'People Ops', 'Real Estate', 'Talent']","['C-Suite Executives', 'Growth', 'Operations']",['Built a basic prototype/MVP'],[],NaN,['Software Engineering']
User159,India,"['Community', 'Consumer', 'Ecommerce', 'Education', 'Future of Work', 'Marketplace', 'Productivity', 'Social']","['Design', 'Growth', 'Product Management']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for first employees'],"['Community', 'Future of Work', 'Social']","['Business Development', 'Marketing']"
User160,"Frisco, United States","['B2B', 'Blockchain/Crypto', 'Developer Tools', 'FinTech', 'Gaming', 'SaaS']","['C-Suite Executives', 'Operations', 'Software Engineering']","['Seed+', 'Starting to onboard customers']",['Looking for first employees'],"['FinTech', 'Gaming', 'Productivity']","['C-Suite Executives', 'Growth', 'Operations', 'Product Management']"
User161,"San Francisco, United States","['Consumer', 'Ecommerce', 'Future of Work']",['Software Engineering'],['Built a basic prototype/MVP'],[],NaN,['Marketing']
User162,"Atlanta, United States","['AI/ML', 'B2B', 'Developer Tools', 'SaaS']","['Finance', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding']",[],NaN,"['Business Development', 'Growth', 'Product Management']"
User163,"Toronto, Canada","['B2B', 'Marketplace', 'SaaS']","['Growth', 'Sales']",['Built a basic prototype/MVP'],['Looking for first employees'],"['AI/ML', 'Analytics', 'B2B', 'SaaS']","['Analytics', 'Data Science']"
User164,"Great Falls, United States","['B2B', 'Coaching', 'People Ops', 'Productivity', 'SaaS', 'Security', 'Talent', 'Venture']","['C-Suite Executives', 'Customer Service', 'Operations']","['In early stages of exploring a specific idea', 'Open to new ideas']",['Looking for first employees'],"['AI/ML', 'Analytics', 'B2B', 'Community', 'Education', 'IOT', 'Robotics', 'SaaS', 'Security', 'Talent', 'VR/AR']","['C-Suite Executives', 'Growth']"
User165,Other,"['B2B', 'Developer Tools', 'No-Code', 'SaaS']","['Product Management', 'Software Engineering']","['Seed+', 'Starting to onboard customers']",[],NaN,NaN
User166,"San Francisco, United States",[],[],[],[],NaN,NaN
User167,"Lyon, France","['Consumer', 'Future of Work', 'Marketplace', 'Social', 'Transportation & Travel']",['Product Management'],"['Raising funding', 'Starting to onboard customers']",['Looking for first employees'],"['Community', 'Consumer', 'Social', 'Transportation & Travel']","['Marketing', 'Software Engineering']"
User168,"San Francisco, United States","['B2B', 'Developer Tools', 'Enterprise', 'SaaS', 'Security']",['Software Engineering'],['Built a basic prototype/MVP'],NaN,NaN,NaN
User169,NaN,NaN,NaN,NaN,NaN,NaN,NaN
User170,"New York, United States","['Community', 'Consumer', 'Healthcare', 'Mental Health/Wellness']","['Product Management', 'Recruiting', 'Software Engineering']","['Built a basic prototype/MVP', 'Raising funding', 'Starting to onboard customers']",['Looking for first employees'],"['AI/ML', 'Coaching', 'Consumer', 'Direct to Consumer', 'Healthcare', 'Mental Health/Wellness', 'Venture']","['Business Development', 'Data Science', 'Design', 'Marketing']"
User171,Other,[],[],NaN,NaN,NaN,NaN
User172,"San Antonio, United States",[],[],[],[],NaN,NaN
User173,"Oxford, United Kingdom","['FinTech', 'Hardware', 'Insurance', 'People Ops', 'Robotics', 'Talent']","['Operations', 'Product Management', 'Recruiting']",NaN,NaN,NaN,NaN
User174,"Aspen, United States","['Coaching', 'Community', 'Consumer', 'Real Estate', 'Talent']","['C-Suite Executives', 'Design', 'Recruiting']","['Built a basic prototype/MVP', 'Raising funding']",[],NaN,NaN
User175,"Boulder, United States","['Drones', 'Transportation & Travel']","['Business Development', 'C-Suite Executives']",['Built a basic prototype/MVP'],['Looking for first employees'],"['AI/ML', 'Consumer', 'Direct to Consumer', 'Hardware', 'Robotics', 'Transportation & Travel']","['C-Suite Executives', 'Hardware Engineering']"
User176,"Berlin, Germany","['AI/ML', 'Analytics', 'Developer Tools', 'Ecommerce', 'Government', 'Healthcare', 'Insurance', 'Marketplace', 'Science', 'Security']","['Data Science', 'Product Management', 'Software Engineering']","['Built a basic prototype/MVP', 'In early stages of exploring a specific idea', 'Open to new ideas']",NaN,NaN,NaN
